Id;ActivityDate;VeryActiveMinutes;FairlyActiveMinutes;LightlyActiveMinutes;SedentaryMinutes;Calories
6290855005;9.05.2016;0;0;264;800;2175
6775888955;13.04.2016;17;18;85;1053;2400
6775888955;14.04.2016;14;24;105;863;2507
6775888955;15.04.2016;0;0;58;976;2127
6775888955;16.04.2016;36;18;9;1377;2225
6775888955;17.04.2016;5;24;19;1392;2067
6775888955;18.04.2016;30;31;146;1233;2798
6775888955;20.04.2016;70;113;178;1079;3727
6775888955;22.04.2016;0;0;20;1420;1922
6775888955;24.04.2016;11;18;11;1400;2053
6775888955;25.04.2016;33;13;92;1302;2484
6775888955;26.04.2016;42;30;47;1321;2584
6775888955;28.04.2016;2;13;15;1410;1993
6775888955;30.04.2016;3;9;84;1344;2280
6775888955;1.05.2016;9;34;50;1347;2319
6775888955;6.05.2016;12;35;75;1318;2496
6775888955;7.05.2016;2;5;49;551;1032
6962181067;12.04.2016;50;14;189;796;1994
6962181067;13.04.2016;8;24;142;548;1718
6962181067;14.04.2016;0;0;86;862;1466
6962181067;15.04.2016;0;0;217;837;1756
6962181067;16.04.2016;50;3;280;741;2173
6962181067;17.04.2016;5;13;295;634;2027
6962181067;18.04.2016;13;42;238;689;2039
6962181067;19.04.2016;35;41;195;659;2046
6962181067;20.04.2016;48;4;297;639;2174
6962181067;21.04.2016;53;27;214;708;2179
6962181067;22.04.2016;30;33;240;659;2086
6962181067;23.04.2016;58;41;347;484;2571
6962181067;24.04.2016;0;0;199;720;1705
6962181067;25.04.2016;35;31;282;637;2194
6962181067;26.04.2016;36;7;254;680;2012
6962181067;27.04.2016;7;38;279;697;2034
6962181067;28.04.2016;38;8;288;621;2182
6962181067;29.04.2016;12;15;369;645;2254
6962181067;30.04.2016;32;16;237;731;2002
6962181067;1.05.2016;0;0;215;722;1740
6962181067;2.05.2016;18;39;313;655;2162
6962181067;3.05.2016;21;36;267;654;2072
6962181067;4.05.2016;15;36;284;683;2086
6962181067;5.05.2016;14;22;305;591;2066
6962181067;6.05.2016;0;0;299;717;1850
6962181067;7.05.2016;0;0;328;745;1947
6962181067;8.05.2016;0;14;151;709;1659
6962181067;9.05.2016;43;21;231;607;2105
6962181067;10.05.2016;62;34;275;626;2361
6962181067;11.05.2016;24;7;199;709;1855
6962181067;12.05.2016;0;8;105;127;928
7007744171;12.04.2016;53;8;355;1024;2937
7007744171;13.04.2016;56;22;261;1101;2742
7007744171;14.04.2016;34;6;304;1096;2668
7007744171;15.04.2016;0;0;202;1238;2098
7007744171;16.04.2016;0;0;203;1155;2076
7007744171;17.04.2016;0;0;305;1135;2383
7007744171;18.04.2016;48;31;284;1077;2832
7007744171;19.04.2016;53;17;304;1066;2812
7007744171;20.04.2016;60;33;347;1000;3096
7007744171;21.04.2016;30;34;327;1049;2763
7007744171;22.04.2016;64;50;261;1065;2889
7007744171;23.04.2016;2;25;223;1190;2284
7007744171;24.04.2016;0;0;419;1021;2667
7007744171;25.04.2016;51;24;379;986;3055
7007744171;26.04.2016;16;22;424;978;2939
7007744171;27.04.2016;50;12;337;1041;2830
7007744171;28.04.2016;16;16;401;1007;2836
7007744171;29.04.2016;55;42;382;961;3180
7007744171;30.04.2016;0;0;200;1240;2051
7007744171;1.05.2016;0;0;237;1142;2225
7007744171;2.05.2016;64;14;250;1112;2642
7007744171;3.05.2016;58;31;330;1021;2976
7007744171;5.05.2016;53;23;317;1047;2933
7007744171;6.05.2016;44;13;247;1136;2553
7086361926;12.04.2016;59;6;153;745;2772
7086361926;13.04.2016;31;26;155;744;2516
7086361926;14.04.2016;35;32;189;787;2734
7086361926;15.04.2016;30;21;139;864;2395
7086361926;18.04.2016;61;51;114;1136;2743
7086361926;19.04.2016;67;69;124;671;2944
7086361926;20.04.2016;87;13;145;797;2997
7086361926;21.04.2016;19;6;206;758;2463
7086361926;22.04.2016;58;59;153;762;2846
7086361926;23.04.2016;0;0;90;1350;1965
7086361926;24.04.2016;0;0;125;566;2049
7086361926;25.04.2016;69;39;129;706;2752
7086361926;26.04.2016;70;33;132;726;2781
7086361926;27.04.2016;55;6;145;829;2693
7086361926;28.04.2016;54;48;161;810;2862
7086361926;29.04.2016;24;36;182;1198;2616
7086361926;30.04.2016;42;17;308;584;2995
7086361926;1.05.2016;30;15;258;685;2730
7086361926;2.05.2016;66;26;139;737;2754
7086361926;3.05.2016;57;36;152;761;2754
7086361926;4.05.2016;45;12;135;843;2655
7086361926;5.05.2016;24;14;149;1253;2386
7086361926;6.05.2016;84;35;154;834;2924
7086361926;7.05.2016;20;42;209;621;2739
7086361926;8.05.2016;32;27;147;695;2534
7086361926;9.05.2016;67;50;171;743;2960
7086361926;10.05.2016;72;23;106;1182;2800
7086361926;11.05.2016;57;40;128;757;2735
7086361926;12.05.2016;5;4;58;343;1199
8053475328;12.04.2016;116;8;123;1193;3186
8053475328;13.04.2016;95;12;156;1177;3140
8053475328;14.04.2016;119;5;193;1123;3411
8053475328;15.04.2016;132;8;158;1142;3410
8053475328;16.04.2016;96;6;83;1255;2867
8053475328;17.04.2016;111;21;195;1113;3213
8053475328;18.04.2016;102;6;195;1137;3133
8053475328;19.04.2016;90;7;191;1152;3114
8053475328;20.04.2016;89;5;158;695;3043
8053475328;21.04.2016;100;6;170;1164;3103
8053475328;22.04.2016;60;3;117;1260;2655
8053475328;23.04.2016;125;14;223;741;3554
8053475328;24.04.2016;129;33;182;1096;3577
8053475328;25.04.2016;118;9;209;1104;3403
8053475328;26.04.2016;68;5;185;1182;2846
8053475328;27.04.2016;60;10;183;1187;2852
8053475328;28.04.2016;90;9;153;1188;3062
8053475328;29.04.2016;58;8;159;1215;2794
8053475328;30.04.2016;27;1;131;1281;2408
8053475328;1.05.2016;0;0;51;1389;1886
8053475328;2.05.2016;0;0;95;1345;1988
8053475328;3.05.2016;87;22;165;1166;3023
8053475328;4.05.2016;89;8;123;1220;2918
8053475328;5.05.2016;93;9;130;1208;2950
8053475328;6.05.2016;90;15;90;1245;2859
8053475328;7.05.2016;121;20;148;1076;3331
8053475328;8.05.2016;125;14;228;1073;3589
8053475328;9.05.2016;66;12;148;1214;2765
8053475328;10.05.2016;96;10;115;1219;2926
8053475328;11.05.2016;60;7;184;1189;2809
8053475328;12.05.2016;28;4;39;839;1505
8253242879;12.04.2016;40;2;154;1244;2044
8253242879;13.04.2016;35;11;96;1298;1935
8253242879;14.04.2016;29;16;33;1362;1705
8253242879;15.04.2016;0;0;105;1335;1632
8253242879;16.04.2016;6;51;115;1268;1880
8253242879;17.04.2016;41;5;157;1237;2112
8253242879;18.04.2016;16;16;130;1278;1829
8253242879;19.04.2016;0;0;164;1276;1763
8253242879;20.04.2016;5;18;216;1201;1931
8253242879;21.04.2016;49;20;172;1199;2218
8253242879;22.04.2016;0;0;120;1320;1651
8253242879;23.04.2016;30;26;191;1193;2132
8253242879;24.04.2016;41;4;82;1313;1976
8253242879;25.04.2016;7;54;118;1261;1909
8253242879;26.04.2016;19;14;108;1299;1813
8253242879;27.04.2016;45;5;104;1286;2008
8253242879;28.04.2016;11;16;20;1393;1580
8253242879;29.04.2016;16;14;136;1257;1854
8378563200;12.04.2016;65;15;156;723;3635
8378563200;13.04.2016;116;14;169;680;4079
8378563200;14.04.2016;123;21;174;699;4163
8378563200;15.04.2016;60;23;190;729;3666
8378563200;16.04.2016;64;21;142;563;3363
8378563200;17.04.2016;0;0;93;599;2572
8378563200;18.04.2016;117;10;174;720;4157
8378563200;19.04.2016;120;19;154;737;4092
8378563200;20.04.2016;82;8;169;763;3787
8378563200;21.04.2016;137;16;145;677;4236
8378563200;22.04.2016;113;12;159;769;4044
8378563200;23.04.2016;19;10;136;740;2908
8378563200;24.04.2016;0;0;135;734;2741
8378563200;25.04.2016;117;16;141;692;4005
8378563200;26.04.2016;90;18;161;593;3763
8378563200;27.04.2016;4;4;192;676;3061
8378563200;28.04.2016;11;10;139;711;2884
8378563200;29.04.2016;3;7;172;767;2982
8378563200;30.04.2016;0;0;121;780;2660
8378563200;1.05.2016;71;10;127;669;3369
8378563200;2.05.2016;63;4;142;802;3491
8378563200;3.05.2016;71;20;195;822;3784
8378563200;4.05.2016;19;10;167;680;3110
8378563200;5.05.2016;66;3;214;764;3783
8378563200;6.05.2016;74;5;166;831;3644
8378563200;7.05.2016;0;0;158;851;2799
8378563200;8.05.2016;0;0;139;621;2685
8378563200;9.05.2016;71;13;171;772;3721
8378563200;10.05.2016;63;13;152;840;3586
8378563200;11.05.2016;72;10;184;763;3788
8378563200;12.05.2016;8;6;102;433;1976
8583815059;12.04.2016;0;7;196;1237;2650
8583815059;13.04.2016;2;23;163;1252;2654
8583815059;14.04.2016;0;0;134;1306;2443
8583815059;15.04.2016;0;0;65;1375;2505
8583815059;16.04.2016;0;0;0;1440;2693
8583815059;17.04.2016;0;0;0;1440;2439
8583815059;18.04.2016;4;22;105;1309;2536
8583815059;19.04.2016;7;10;166;1257;2668
8583815059;20.04.2016;0;27;167;1246;2647
8583815059;21.04.2016;35;18;158;1229;2883
8583815059;22.04.2016;4;54;212;1170;2944
8583815059;23.04.2016;7;44;238;1151;3012
8583815059;24.04.2016;2;44;206;1188;2889
8583815059;25.04.2016;18;6;122;1294;2547
8583815059;26.04.2016;1;91;214;1134;3093
8583815059;27.04.2016;77;5;129;1229;3142
8583815059;28.04.2016;0;28;203;1209;2757
8583815059;29.04.2016;46;67;258;1069;3513
8583815059;30.04.2016;2;28;317;1093;3164
8583815059;1.05.2016;10;2;117;1311;2596
8583815059;2.05.2016;0;0;0;1440;2894
8583815059;3.05.2016;0;0;0;1440;3212
8583815059;4.05.2016;0;0;0;1440;2516
8583815059;5.05.2016;0;0;70;1370;3266
8583815059;6.05.2016;2;22;166;1250;2683
8583815059;7.05.2016;0;0;250;1190;2810
8583815059;8.05.2016;3;72;182;1183;2940
8583815059;9.05.2016;66;4;110;1260;2947
8583815059;10.05.2016;9;43;162;1226;2846
8583815059;11.05.2016;5;71;177;1106;2804
8792009665;12.04.2016;0;0;116;831;2044
8792009665;13.04.2016;0;0;82;806;1934
8792009665;14.04.2016;0;0;84;853;1963
8792009665;15.04.2016;0;0;126;937;2009
8792009665;16.04.2016;0;0;12;1428;1721
8792009665;20.04.2016;0;10;139;744;2188
8792009665;21.04.2016;0;0;9;1431;1720
8792009665;22.04.2016;1;20;195;817;2419
8792009665;23.04.2016;8;45;232;795;2748
8792009665;24.04.2016;3;8;19;1410;1799
8792009665;26.04.2016;0;0;80;1360;1928
8792009665;27.04.2016;0;0;112;900;2067
8792009665;28.04.2016;0;0;310;714;2780
8792009665;29.04.2016;6;14;380;634;3101
8792009665;30.04.2016;10;20;301;749;2896
8792009665;1.05.2016;0;0;79;834;1962
8792009665;2.05.2016;0;0;101;916;2015
8792009665;3.05.2016;0;0;156;739;2297
8792009665;4.05.2016;0;0;129;848;2067
8877689391;12.04.2016;85;7;312;1036;3921
8877689391;13.04.2016;108;18;216;1098;3566
8877689391;14.04.2016;68;13;298;1061;3793
8877689391;15.04.2016;106;1;281;1052;3934
8877689391;16.04.2016;94;29;429;888;4547
8877689391;17.04.2016;58;15;307;1060;3545
8877689391;18.04.2016;29;5;191;1215;2761
8877689391;19.04.2016;82;13;214;1131;3676
8877689391;20.04.2016;73;19;225;1123;3679
8877689391;21.04.2016;82;13;226;1119;3659
8877689391;22.04.2016;61;2;236;1141;3427
8877689391;23.04.2016;102;6;300;1032;3891
8877689391;24.04.2016;64;1;227;1148;3455
8877689391;25.04.2016;113;8;218;1101;3802
8877689391;26.04.2016;22;3;258;1157;2860
8877689391;27.04.2016;93;8;235;1104;3808
8877689391;28.04.2016;58;8;231;1143;3060
8877689391;29.04.2016;18;5;210;1207;2698
8877689391;30.04.2016;124;4;223;1089;4398
8877689391;1.05.2016;36;12;166;1226;2786
8877689391;2.05.2016;0;0;105;1335;2189
8877689391;3.05.2016;19;3;229;1189;2817
8877689391;4.05.2016;66;8;212;1154;3477
8877689391;5.05.2016;67;15;188;1170;3052
8877689391;6.05.2016;96;17;232;1095;4015
8877689391;7.05.2016;105;28;271;1036;4142
8877689391;8.05.2016;17;4;245;1174;2847
8877689391;9.05.2016;73;19;217;1131;3710
8877689391;10.05.2016;18;11;224;1187;2832
8877689391;11.05.2016;88;12;213;1127;3832
8877689391;12.05.2016;23;1;137;770;1849
